	Unnamed							
12,208	1,220	-0,096	-0,660	0,944	0,111	0,204	0,233
12,224	1,121	-0,244	-0,384	0,938	0,084	0,236	0,231
12,240	1,023	-0,370	-0,012	0,928	0,056	0,278	0,230
12,256	0,899	-0,459	0,428	0,911	0,028	0,328	0,230
12,272	0,700	-0,495	0,956	0,885	-0,005	0,391	0,232
12,288	0,452	-0,471	1,406	0,855	-0,036	0,451	0,235
12,304	0,131	-0,417	1,764	0,820	-0,069	0,510	0,238
12,320	-0,245	-0,382	1,945	0,783	-0,104	0,563	0,242
12,336	-0,641	-0,378	1,884	0,745	-0,142	0,607	0,244
12,352	-1,013	-0,404	1,567	0,710	-0,183	0,641	0,244
12,368	-1,305	-0,444	1,037	0,677	-0,226	0,665	0,240
12,384	-1,459	-0,474	0,405	0,646	-0,270	0,683	0,230
12,400	-1,464	-0,488	-0,226	0,616	-0,312	0,696	0,217
12,416	-1,360	-0,479	-0,792	0,584	-0,352	0,708	0,200
12,432	-1,207	-0,415	-1,245	0,549	-0,390	0,719	0,182
12,448	-1,050	-0,256	-1,561	0,511	-0,424	0,731	0,162
12,464	-0,920	-0,007	-1,747	0,472	-0,454	0,743	0,142
12,480	-0,807	0,281	-1,863	0,433	-0,481	0,753	0,123
12,496	-0,654	0,548	-1,972	0,397	-0,504	0,762	0,102
12,512	-0,397	0,752	-2,087	0,366	-0,523	0,768	0,080
12,528	-0,018	0,866	-2,190	0,341	-0,538	0,772	0,057
12,544	0,442	0,883	-2,247	0,324	-0,548	0,774	0,036
12,560	0,900	0,811	-2,227	0,313	-0,553	0,776	0,018
12,576	1,266	0,667	-2,129	0,309	-0,553	0,777	0,006
12,592	1,484	0,483	-1,979	0,311	-0,549	0,778	0,001
12,608	1,530	0,289	-1,817	0,319	-0,541	0,779	0,004
12,624	1,408	0,111	-1,671	0,330	-0,531	0,780	0,014
12,640	1,118	-0,049	-1,539	0,347	-0,517	0,781	0,033
12,656	0,777	-0,144	-1,456	0,365	-0,503	0,780	0,055
12,672	0,412	-0,196	-1,411	0,385	-0,489	0,777	0,079
12,688	0,064	-0,221	-1,409	0,408	-0,476	0,771	0,104
12,704	-0,245	-0,241	-1,448	0,433	-0,464	0,762	0,129
12,720	-0,506	-0,268	-1,529	0,461	-0,453	0,748	0,153
12,736	-0,718	-0,305	-1,653	0,491	-0,444	0,729	0,175
12,752	-0,891	-0,340	-1,809	0,524	-0,435	0,706	0,196
12,768	-1,045	-0,362	-1,970	0,557	-0,427	0,679	0,216
12,784	-1,211	-0,365	-2,107	0,591	-0,418	0,648	0,237
12,800	-1,421	-0,353	-2,196	0,624	-0,408	0,615	0,259
12,816	-1,706	-0,348	-2,211	0,655	-0,394	0,580	0,283
12,832	-2,074	-0,376	-2,120	0,683	-0,376	0,544	0,309
12,848	-2,501	-0,458	-1,872	0,709	-0,352	0,510	0,338
12,864	-2,888	-0,601	-1,376	0,730	-0,320	0,478	0,368
12,880	-3,099	-0,753	-0,598	0,748	-0,278	0,449	0,399
12,896	-3,013	-0,832	0,407	0,763	-0,226	0,423	0,430
12,912	-2,575	-0,769	1,510	0,773	-0,166	0,400	0,458
12,928	-1,807	-0,547	2,539	0,780	-0,100	0,380	0,482
12,944	-0,790	-0,206	3,338	0,785	-0,032	0,361	0,500
12,960	0,349	0,176	3,798	0,789	0,034	0,341	0,512
12,976	1,457	0,525	3,882	0,791	0,094	0,320	0,517
12,992	2,386	0,791	3,648	0,794	0,144	0,298	0,519
13,008	3,050	0,946	3,205	0,796	0,182	0,275	0,518
13,024	3,517	0,994	2,594	0,799	0,210	0,250	0,517
13,040	3,748	0,994	2,045	0,800	0,220	0,229	0,518
13,056	3,501	0,977	1,777	0,802	0,218	0,212	0,520
13,072	2,746	0,930	1,890	0,805	0,204	0,197	0,524
13,088	1,700	0,781	2,194	0,808	0,184	0,183	0,528
13,104	0,571	0,493	2,486	0,814	0,160	0,171	0,530
13,120	-0,409	0,110	2,620	0,821	0,140	0,159	0,528
13,136	-1,051	-0,260	2,540	0,831	0,126	0,149	0,520
13,152	-1,272	-0,521	2,266	0,841	0,122	0,143	0,507
13,168	-1,121	-0,614	1,840	0,851	0,127	0,140	0,488
13,184	-0,715	-0,538	1,332	0,862	0,139	0,142	0,465
13,200	-0,185	-0,341	0,821	0,872	0,154	0,148	0,438
13,216	0,361	-0,095	0,373	0,883	0,170	0,155	0,408
13,232	0,845	0,132	0,023	0,893	0,182	0,163	0,379
13,248	1,222	0,295	-0,224	0,902	0,189	0,170	0,350
13,264	1,476	0,369	-0,389	0,912	0,188	0,177	0,324
13,280	1,607	0,346	-0,499	0,920	0,179	0,183	0,300
13,296	1,629	0,240	-0,577	0,928	0,163	0,190	0,280
13,312	1,574	0,074	-0,621	0,934	0,141	0,198	0,264
13,328	1,482	-0,127	-0,613	0,938	0,115	0,210	0,253
13,344	1,368	-0,341	-0,540	0,938	0,086	0,228	0,245
13,360	1,241	-0,553	-0,385	0,934	0,054	0,254	0,242
13,376	1,087	-0,754	-0,089	0,923	0,018	0,292	0,242
13,392	0,936	-0,869	0,253	0,908	-0,013	0,330	0,245
13,408	0,674	-0,917	0,779	0,881	-0,054	0,386	0,251
13,424	0,346	-0,838	1,273	0,848	-0,093	0,442	0,258
13,440	-0,064	-0,661	1,693	0,809	-0,133	0,498	0,265
13,456	-0,529	-0,446	1,930	0,766	-0,175	0,551	0,272
13,472	-1,003	-0,267	1,899	0,721	-0,218	0,597	0,276
13,488	-1,433	-0,163	1,565	0,676	-0,264	0,634	0,275
13,504	-1,762	-0,132	0,963	0,634	-0,310	0,661	0,269
13,520	-1,944	-0,151	0,199	0,595	-0,355	0,681	0,257
13,536	-1,951	-0,175	-0,585	0,556	-0,398	0,696	0,241
13,552	-1,787	-0,140	-1,267	0,518	-0,437	0,708	0,221
13,568	-1,495	-0,011	-1,790	0,480	-0,470	0,718	0,200
13,584	-1,132	0,209	-2,147	0,443	-0,499	0,727	0,180
13,600	-0,770	0,485	-2,336	0,407	-0,521	0,736	0,160
13,616	-0,464	0,761	-2,387	0,373	-0,539	0,745	0,142
13,632	-0,217	0,977	-2,350	0,342	-0,550	0,754	0,125
13,648	0,004	1,076	-2,255	0,316	-0,557	0,763	0,109
13,664	0,257	1,026	-2,127	0,297	-0,558	0,771	0,094
13,680	0,573	0,841	-1,988	0,285	-0,556	0,779	0,079
13,696	0,922	0,573	-1,848	0,282	-0,550	0,785	0,066
13,712	1,224	0,286	-1,722	0,287	-0,541	0,790	0,057
13,728	1,411	0,033	-1,628	0,298	-0,530	0,793	0,052
13,744	1,443	-0,152	-1,581	0,315	-0,518	0,794	0,054
13,760	1,318	-0,264	-1,586	0,335	-0,505	0,792	0,060
13,776	1,034	-0,313	-1,638	0,362	-0,491	0,788	0,074
13,792	0,696	-0,313	-1,706	0,389	-0,479	0,781	0,091
13,808	0,329	-0,298	-1,788	0,418	-0,467	0,770	0,111
13,824	-0,029	-0,289	-1,881	0,449	-0,456	0,757	0,132
13,840	-0,357	-0,292	-1,978	0,480	-0,446	0,739	0,155
13,856	-0,646	-0,305	-2,061	0,513	-0,436	0,717	0,178
13,872	-0,900	-0,317	-2,108	0,546	-0,426	0,692	0,202
13,888	-1,132	-0,320	-2,113	0,579	-0,416	0,664	0,226
13,904	-1,359	-0,312	-2,090	0,611	-0,404	0,634	0,251
13,920	-1,594	-0,296	-2,037	0,641	-0,390	0,601	0,277
13,936	-1,836	-0,290	-1,933	0,668	-0,373	0,569	0,304
13,952	-2,087	-0,333	-1,748	0,692	-0,351	0,538	0,331
13,968	-2,344	-0,453	-1,455	0,714	-0,324	0,508	0,359
13,984	-2,565	-0,632	-1,004	0,731	-0,290	0,482	0,388
14,000	-2,668	-0,797	-0,331	0,744	-0,248	0,460	0,415
14,016	-2,555	-0,862	0,568	0,754	-0,198	0,443	0,441
14,032	-2,159	-0,758	1,606	0,761	-0,142	0,429	0,463
14,048	-1,470	-0,464	2,634	0,765	-0,081	0,416	0,482
14,064	-0,543	-0,037	3,486	0,769	-0,022	0,403	0,495
14,080	0,496	0,391	4,025	0,774	0,033	0,385	0,503
14,096	1,469	0,668	4,184	0,780	0,079	0,361	0,508
14,112	2,628	0,509	3,597	0,796	0,136	0,296	0,516
14,128	2,628	0,509	3,597	0,796	0,136	0,296	0,516
14,144	2,858	0,218	3,004	0,803	0,148	0,256	0,522
14,160	3,037	0,126	2,420	0,807	0,152	0,223	0,529
14,176	2,931	0,294	2,047	0,808	0,150	0,198	0,538
14,192	2,423	0,583	1,983	0,807	0,143	0,182	0,546
14,208	1,630	0,777	2,088	0,806	0,134	0,173	0,553
14,224	0,691	0,769	2,218	0,805	0,125	0,167	0,557
14,240	-0,175	0,578	2,254	0,807	0,117	0,163	0,557
14,256	-0,792	0,296	2,134	0,811	0,115	0,158	0,552
14,272	-1,012	-0,156	1,461	0,826	0,129	0,147	0,527
14,288	-0,689	-0,220	1,001	0,836	0,145	0,143	0,507
14,304	-0,212	-0,185	0,548	0,847	0,163	0,141	0,484
14,320	0,305	-0,099	0,157	0,858	0,182	0,140	0,457
14,336	0,760	-0,007	-0,154	0,870	0,197	0,140	0,430
14,352	1,086	0,061	-0,390	0,881	0,207	0,142	0,402
14,368	1,269	0,092	-0,560	0,892	0,211	0,144	0,375
14,384	1,337	0,087	-0,672	0,903	0,209	0,148	0,350
14,400	1,329	0,059	-0,736	0,912	0,201	0,156	0,327
14,416	1,284	0,023	-0,756	0,919	0,189	0,169	0,305
14,432	1,233	-0,012	-0,725	0,924	0,173	0,189	0,285
14,448	1,200	-0,041	-0,634	0,926	0,153	0,217	0,267
14,464	1,194	-0,069	-0,462	0,924	0,130	0,253	0,252
14,480	1,206	-0,111	-0,185	0,916	0,104	0,295	0,240
14,496	1,200	-0,175	0,193	0,904	0,074	0,343	0,231
14,512	1,115	-0,273	0,706	0,883	0,038	0,400	0,227
14,528	0,923	-0,386	1,178	0,859	0,004	0,452	0,227
14,544	0,608	-0,512	1,555	0,831	-0,033	0,502	0,231
14,560	0,187	-0,627	1,774	0,800	-0,073	0,547	0,237
14,576	-0,304	-0,709	1,816	0,766	-0,116	0,586	0,243
14,592	-0,806	-0,752	1,674	0,729	-0,162	0,620	0,248
14,608	-1,246	-0,752	1,359	0,691	-0,210	0,648	0,250
14,624	-1,577	-0,724	0,911	0,652	-0,259	0,672	0,246
14,640	-1,789	-0,691	0,368	0,611	-0,307	0,692	0,237
14,656	-1,898	-0,646	-0,225	0,570	-0,355	0,709	0,224
14,672	-1,922	-0,546	-0,819	0,527	-0,400	0,723	0,206
14,688	-1,866	-0,335	-1,359	0,485	-0,442	0,733	0,185
14,704	-1,723	-0,003	-1,797	0,444	-0,480	0,741	0,162
14,720	-1,480	0,387	-2,115	0,406	-0,514	0,746	0,137
14,736	-1,127	0,745	-2,335	0,373	-0,543	0,748	0,109
14,752	-0,645	1,007	-2,476	0,347	-0,567	0,747	0,079
14,768	-0,042	1,150	-2,532	0,327	-0,585	0,745	0,047
14,784	0,629	1,174	-2,490	0,313	-0,596	0,743	0,017
14,800	1,269	1,091	-2,348	0,305	-0,602	0,741	-0,009
14,816	1,760	0,934	-2,138	0,301	-0,603	0,741	-0,029
14,832	2,018	0,743	-1,918	0,301	-0,598	0,744	-0,040
14,848	2,030	0,542	-1,745	0,303	-0,590	0,748	-0,041
14,864	1,837	0,352	-1,640	0,309	-0,578	0,754	-0,034
14,880	1,463	0,172	-1,597	0,319	-0,563	0,762	-0,017
14,896	1,050	0,047	-1,612	0,331	-0,547	0,767	0,004
14,912	0,624	-0,047	-1,668	0,346	-0,531	0,771	0,030
14,928	0,228	-0,129	-1,761	0,367	-0,514	0,772	0,057
14,944	-0,118	-0,211	-1,882	0,392	-0,496	0,769	0,086
14,960	-0,423	-0,300	-2,017	0,422	-0,478	0,760	0,116
14,976	-0,705	-0,391	-2,144	0,458	-0,460	0,745	0,146
14,992	-0,983	-0,474	-2,237	0,498	-0,440	0,724	0,177
15,008	-1,274	-0,541	-2,275	0,539	-0,419	0,697	0,209
15,024	-1,600	-0,588	-2,237	0,582	-0,397	0,665	0,242
15,040	-1,970	-0,620	-2,104	0,623	-0,371	0,628	0,276
15,056	-2,369	-0,653	-1,850	0,662	-0,342	0,588	0,311
15,072	-2,750	-0,717	-1,451	0,697	-0,308	0,547	0,346
15,088	-3,043	-0,834	-0,893	0,727	-0,269	0,505	0,380
15,104	-3,159	-0,980	-0,168	0,752	-0,222	0,464	0,413
15,120	-2,997	-1,066	0,708	0,772	-0,168	0,426	0,443
15,136	-2,513	-0,985	1,646	0,785	-0,107	0,391	0,469
15,152	-1,738	-0,684	2,499	0,793	-0,042	0,360	0,491
15,168	-0,754	-0,219	3,109	0,797	0,024	0,331	0,506
15,184	0,299	0,256	3,368	0,798	0,089	0,305	0,516
15,200	1,275	0,613	3,274	0,798	0,146	0,280	0,521
15,216	2,080	0,849	2,915	0,797	0,194	0,257	0,520
15,232	2,685	1,021	2,406	0,797	0,230	0,236	0,517
15,248	3,163	1,158	1,803	0,797	0,256	0,215	0,513
15,264	3,506	1,186	1,314	0,799	0,264	0,198	0,511
15,280	3,578	1,137	1,019	0,803	0,258	0,182	0,511
15,296	2,991	0,900	1,136	0,807	0,237	0,169	0,515
15,312	1,831	0,503	1,568	0,812	0,207	0,158	0,520
15,328	0,473	0,041	2,094	0,817	0,176	0,150	0,525
15,344	-0,682	-0,375	2,517	0,823	0,149	0,144	0,527
15,360	-1,401	-0,702	2,747	0,829	0,132	0,141	0,524
15,376	-1,621	-0,881	2,746	0,836	0,127	0,139	0,516
15,392	-1,384	-0,877	2,524	0,843	0,135	0,139	0,502
15,408	-0,827	-0,689	2,114	0,850	0,153	0,140	0,482
15,424	-0,119	-0,367	1,592	0,858	0,178	0,143	0,457
15,440	0,583	0,004	1,043	0,866	0,205	0,147	0,429
15,456	1,156	0,338	0,528	0,875	0,228	0,149	0,399
15,472	1,527	0,576	0,082	0,884	0,245	0,150	0,370
15,488	1,691	0,691	-0,279	0,894	0,253	0,150	0,343
15,504	1,679	0,683	-0,545	0,904	0,253	0,149	0,318
15,520	1,547	0,572	-0,716	0,913	0,246	0,149	0,297
15,536	1,352	0,393	-0,802	0,921	0,232	0,151	0,280
15,552	1,143	0,185	-0,819	0,928	0,213	0,159	0,266
15,568	0,961	-0,021	-0,778	0,932	0,192	0,172	0,256
15,584	0,841	-0,207	-0,676	0,933	0,169	0,194	0,249
15,600	0,804	-0,355	-0,499	0,930	0,144	0,226	0,245
15,616	0,852	-0,457	-0,193	0,921	0,116	0,271	0,244
15,632	0,926	-0,493	0,193	0,906	0,091	0,321	0,245
15,648	0,955	-0,490	0,664	0,884	0,066	0,378	0,250
15,664	0,865	-0,464	1,152	0,855	0,040	0,438	0,258
15,680	0,610	-0,416	1,585	0,820	0,012	0,499	0,268
15,696	0,184	-0,341	1,900	0,779	-0,019	0,557	0,279
15,712	-0,364	-0,242	2,030	0,734	-0,053	0,611	0,289
15,728	-0,949	-0,133	1,925	0,688	-0,090	0,658	0,297
15,744	-1,483	-0,040	1,577	0,641	-0,131	0,698	0,300
15,760	-1,915	-0,001	1,032	0,596	-0,174	0,730	0,298
15,776	-2,201	-0,022	0,365	0,553	-0,218	0,756	0,289
15,792	-2,292	-0,069	-0,336	0,513	-0,262	0,775	0,274
15,808	-2,178	-0,109	-0,993	0,477	-0,304	0,789	0,254
15,824	-1,891	-0,111	-1,540	0,445	-0,344	0,799	0,229
15,840	-1,482	-0,067	-1,935	0,417	-0,379	0,805	0,201
15,856	-1,002	0,007	-2,176	0,393	-0,411	0,808	0,171
15,872	-0,481	0,095	-2,289	0,372	-0,437	0,810	0,141
15,888	0,054	0,185	-2,300	0,356	-0,459	0,810	0,110
15,904	0,570	0,265	-2,228	0,343	-0,475	0,809	0,081
15,920	1,032	0,322	-2,105	0,334	-0,488	0,807	0,056
15,936	1,410	0,350	-1,965	0,328	-0,495	0,806	0,034
15,952	1,662	0,350	-1,831	0,326	-0,499	0,805	0,019
15,968	1,752	0,324	-1,703	0,326	-0,499	0,805	0,010
15,984	1,669	0,278	-1,573	0,328	-0,495	0,805	0,009
16,000	1,413	0,216	-1,429	0,335	-0,488	0,807	0,015
16,016	1,097	0,153	-1,323	0,344	-0,479	0,807	0,027
16,032	0,761	0,091	-1,258	0,357	-0,469	0,806	0,042
16,048	0,451	0,035	-1,240	0,374	-0,457	0,804	0,061
16,064	0,188	-0,015	-1,266	0,396	-0,445	0,798	0,080
16,080	-0,016	-0,069	-1,332	0,423	-0,433	0,789	0,100
16,096	-0,173	-0,139	-1,436	0,453	-0,421	0,776	0,120
16,112	-0,305	-0,227	-1,576	0,487	-0,411	0,757	0,141
16,128	-0,442	-0,326	-1,742	0,523	-0,401	0,733	0,161
16,144	-0,608	-0,415	-1,914	0,561	-0,393	0,704	0,183
16,160	-0,825	-0,476	-2,065	0,598	-0,385	0,671	0,206
16,176	-1,106	-0,500	-2,164	0,634	-0,377	0,634	0,230
16,192	-1,448	-0,489	-2,185	0,667	-0,367	0,595	0,257
16,208	-1,837	-0,465	-2,106	0,697	-0,354	0,555	0,287
16,224	-2,231	-0,472	-1,901	0,723	-0,336	0,515	0,317
16,240	-2,796	-0,726	-1,021	0,761	-0,281	0,444	0,382
16,256	-2,835	-0,917	-0,320	0,774	-0,241	0,415	0,414
16,272	-2,835	-0,917	-0,320	0,774	-0,241	0,415	0,414
16,288	-2,621	-1,013	0,551	0,783	-0,192	0,391	0,444
16,304	-1,355	-0,493	2,438	0,787	-0,073	0,356	0,496
16,320	-0,400	0,054	3,138	0,786	-0,010	0,341	0,515
16,336	0,594	0,541	3,499	0,784	0,049	0,325	0,529
16,352	0,594	0,541	3,499	0,784	0,049	0,325	0,529
16,368	1,538	0,816	3,490	0,783	0,103	0,304	0,539
16,384	2,514	0,723	2,809	0,784	0,167	0,256	0,549
16,400	2,514	0,723	2,809	0,784	0,167	0,256	0,549
16,416	2,775	0,632	2,379	0,784	0,182	0,230	0,554
16,432	3,027	0,641	1,978	0,785	0,186	0,205	0,561
16,448	2,388	0,929	1,951	0,784	0,167	0,163	0,576
16,464	1,552	0,955	2,236	0,786	0,149	0,148	0,582
16,480	0,638	0,802	2,505	0,789	0,132	0,137	0,584
16,496	-0,127	0,496	2,636	0,795	0,119	0,130	0,580
16,512	-0,637	0,112	2,582	0,804	0,113	0,125	0,570
16,528	-0,853	-0,248	2,350	0,815	0,115	0,121	0,555
16,544	-0,779	-0,496	1,970	0,827	0,124	0,118	0,535
16,560	-0,476	-0,574	1,481	0,840	0,140	0,117	0,510
16,576	-0,039	-0,480	0,932	0,853	0,160	0,117	0,481
16,592	0,430	-0,287	0,396	0,865	0,181	0,119	0,451
16,608	0,843	-0,091	-0,072	0,877	0,198	0,122	0,420
16,624	1,133	0,031	-0,445	0,889	0,209	0,124	0,391
16,640	1,276	0,051	-0,711	0,900	0,213	0,126	0,364
16,656	1,285	-0,005	-0,876	0,910	0,210	0,127	0,340
16,672	1,199	-0,095	-0,948	0,919	0,201	0,131	0,320
16,688	1,066	-0,180	-0,936	0,926	0,188	0,138	0,303
16,704	0,929	-0,234	-0,855	0,931	0,171	0,152	0,288
16,720	0,817	-0,247	-0,718	0,933	0,153	0,175	0,274
16,736	0,746	-0,216	-0,503	0,931	0,131	0,212	0,259
16,752	0,719	-0,178	-0,246	0,925	0,110	0,256	0,246
16,768	0,678	-0,162	0,053	0,914	0,089	0,306	0,236
16,784	0,579	-0,176	0,358	0,898	0,065	0,360	0,228
16,800	0,407	-0,207	0,628	0,878	0,039	0,416	0,224
16,816	0,169	-0,229	0,835	0,853	0,010	0,469	0,222
16,832	-0,105	-0,232	0,960	0,825	-0,021	0,519	0,223
16,848	-0,378	-0,226	0,985	0,794	-0,056	0,564	0,226
16,864	-0,612	-0,225	0,914	0,762	-0,092	0,604	0,228
16,880	-0,787	-0,238	0,773	0,728	-0,130	0,637	0,230
16,896	-0,906	-0,264	0,593	0,693	-0,169	0,666	0,230
16,912	-0,986	-0,291	0,388	0,658	-0,208	0,691	0,227
16,928	-1,034	-0,301	0,157	0,623	-0,246	0,712	0,222
16,944	-1,042	-0,282	-0,104	0,587	-0,283	0,730	0,214
16,960	-0,996	-0,236	-0,394	0,552	-0,319	0,745	0,204
16,976	-0,909	-0,163	-0,700	0,517	-0,352	0,758	0,192
16,992	-0,803	-0,043	-1,000	0,484	-0,382	0,769	0,178
17,008	-0,689	0,144	-1,259	0,451	-0,410	0,778	0,164
17,024	-0,573	0,375	-1,459	0,420	-0,434	0,785	0,148
17,040	-0,430	0,580	-1,611	0,393	-0,456	0,790	0,132
17,056	-0,209	0,704	-1,732	0,370	-0,474	0,794	0,114
17,072	0,116	0,729	-1,826	0,354	-0,488	0,794	0,095
17,088	0,521	0,678	-1,884	0,345	-0,500	0,793	0,076
17,104	0,994	0,579	-1,896	0,343	-0,508	0,790	0,057
17,120	1,367	0,482	-1,881	0,347	-0,512	0,786	0,044
17,136	1,613	0,385	-1,879	0,357	-0,512	0,781	0,037
17,152	1,673	0,288	-1,903	0,372	-0,508	0,776	0,037
17,168	1,522	0,190	-1,949	0,390	-0,501	0,771	0,045
17,184	1,177	0,086	-1,991	0,411	-0,491	0,765	0,060
17,200	0,690	-0,025	-2,004	0,433	-0,477	0,759	0,081
17,216	0,142	-0,144	-1,966	0,458	-0,461	0,751	0,106
17,232	-0,385	-0,264	-1,874	0,484	-0,443	0,741	0,133
17,248	-0,825	-0,368	-1,739	0,512	-0,425	0,728	0,160
17,264	-1,136	-0,438	-1,593	0,542	-0,407	0,710	0,187
17,280	-1,319	-0,462	-1,464	0,574	-0,391	0,687	0,213
17,296	-1,403	-0,444	-1,372	0,607	-0,376	0,659	0,237
17,312	-1,438	-0,395	-1,328	0,639	-0,363	0,627	0,261
17,328	-1,474	-0,329	-1,328	0,669	-0,352	0,591	0,283
17,344	-1,547	-0,274	-1,337	0,697	-0,340	0,553	0,305
17,360	-1,660	-0,269	-1,304	0,722	-0,327	0,516	0,328
17,376	-1,796	-0,323	-1,189	0,743	-0,310	0,480	0,352
17,392	-1,922	-0,418	-0,936	0,760	-0,289	0,448	0,376
17,408	-1,999	-0,523	-0,496	0,772	-0,260	0,422	0,402
17,424	-1,985	-0,574	0,146	0,780	-0,224	0,401	0,427
17,440	-1,821	-0,486	0,966	0,784	-0,180	0,387	0,450
17,456	-1,461	-0,231	1,861	0,786	-0,131	0,378	0,471
17,472	-0,901	0,107	2,671	0,786	-0,078	0,371	0,486
17,488	-0,129	0,399	3,274	0,788	-0,020	0,362	0,497
17,504	0,586	0,475	3,469	0,792	0,026	0,350	0,501
17,520	1,243	0,402	3,352	0,799	0,066	0,334	0,500
17,536	1,822	0,270	3,020	0,806	0,097	0,312	0,498
17,552	2,340	0,140	2,555	0,814	0,120	0,287	0,495
17,568	2,828	0,021	1,986	0,821	0,135	0,260	0,495
17,584	3,267	-0,051	1,380	0,825	0,141	0,233	0,499
17,600	3,256	-0,051	1,010	0,826	0,138	0,209	0,507
17,616	2,637	0,017	1,011	0,824	0,127	0,188	0,520
17,632	1,587	0,125	1,275	0,821	0,112	0,171	0,534
17,648	0,443	0,245	1,671	0,816	0,096	0,159	0,547
17,664	-0,465	0,338	2,047	0,813	0,086	0,153	0,556
17,680	-0,984	0,380	2,279	0,813	0,082	0,151	0,558
17,696	-1,122	0,358	2,316	0,815	0,087	0,151	0,553
17,712	-0,950	0,303	2,143	0,822	0,099	0,152	0,540
17,728	-0,564	0,266	1,794	0,831	0,116	0,152	0,520
17,744	-0,073	0,271	1,327	0,843	0,137	0,152	0,494
17,760	0,424	0,298	0,819	0,857	0,156	0,152	0,463
17,776	0,856	0,298	0,341	0,872	0,173	0,152	0,429
17,792	1,173	0,251	-0,058	0,888	0,183	0,151	0,395
17,808	1,345	0,167	-0,368	0,902	0,187	0,150	0,362
17,824	1,386	0,074	-0,590	0,915	0,184	0,149	0,333
17,840	1,337	-0,005	-0,727	0,925	0,175	0,152	0,308
17,856	1,241	-0,072	-0,786	0,934	0,160	0,159	0,285
17,872	1,154	-0,128	-0,760	0,938	0,142	0,172	0,271
17,888	1,078	-0,197	-0,664	0,939	0,122	0,193	0,261
17,904	1,003	-0,293	-0,504	0,936	0,098	0,220	0,256
17,920	0,920	-0,414	-0,287	0,929	0,071	0,254	0,255
17,936	0,822	-0,535	-0,014	0,918	0,041	0,293	0,257
17,952	0,698	-0,627	0,294	0,901	0,009	0,338	0,261
17,968	0,524	-0,673	0,604	0,879	-0,024	0,385	0,267
17,984	0,284	-0,657	0,882	0,853	-0,059	0,435	0,274
18,000	-0,010	-0,568	1,094	0,821	-0,094	0,485	0,280
18,016	-0,332	-0,419	1,191	0,786	-0,129	0,532	0,285
18,032	-0,644	-0,253	1,141	0,749	-0,165	0,575	0,288
18,048	-0,917	-0,120	0,954	0,712	-0,200	0,614	0,286
18,064	-1,130	-0,053	0,660	0,675	-0,234	0,647	0,280
18,080	-1,267	-0,050	0,289	0,638	-0,267	0,675	0,270
18,096	-1,308	-0,074	-0,123	0,603	-0,299	0,699	0,256
18,112	-1,248	-0,079	-0,537	0,569	-0,330	0,719	0,238
18,128	-1,122	-0,036	-0,913	0,536	-0,359	0,736	0,219
18,144	-0,975	0,052	-1,233	0,504	-0,386	0,750	0,198
18,160	-0,810	0,169	-1,505	0,475	-0,411	0,761	0,176
18,176	-0,606	0,283	-1,745	0,449	-0,433	0,769	0,153
18,192	-0,341	0,370	-1,967	0,428	-0,451	0,775	0,129
