	Unnamed							
24,240	-1,709	-0,230	-1,515	0,707	-0,330	0,524	0,343
24,256	-1,911	-0,224	-1,366	0,727	-0,314	0,489	0,367
24,272	-2,123	-0,258	-1,048	0,744	-0,290	0,458	0,392
24,288	-2,272	-0,316	-0,557	0,758	-0,259	0,431	0,417
24,304	-2,266	-0,346	0,098	0,769	-0,219	0,408	0,440
24,320	-2,041	-0,299	0,889	0,778	-0,172	0,389	0,462
24,336	-1,583	-0,163	1,723	0,785	-0,120	0,371	0,479
24,352	-0,923	0,019	2,453	0,791	-0,065	0,354	0,492
24,368	-0,141	0,181	2,955	0,798	-0,011	0,335	0,501
24,384	0,660	0,273	3,167	0,805	0,039	0,313	0,504
24,400	1,378	0,288	3,100	0,812	0,082	0,288	0,504
24,416	1,941	0,251	2,824	0,820	0,117	0,260	0,502
24,432	2,337	0,190	2,439	0,827	0,143	0,230	0,500
24,448	2,618	0,121	2,016	0,832	0,161	0,199	0,498
24,464	2,883	0,056	1,551	0,835	0,171	0,168	0,500
24,480	3,003	0,092	1,160	0,836	0,174	0,140	0,505
24,496	2,646	0,178	1,069	0,835	0,169	0,115	0,513
24,512	1,914	0,286	1,236	0,833	0,160	0,096	0,523
24,528	0,966	0,352	1,567	0,830	0,150	0,084	0,532
24,544	0,233	0,347	1,837	0,829	0,144	0,080	0,536
24,560	-0,252	0,285	1,966	0,830	0,142	0,080	0,534
24,576	-0,479	0,174	1,934	0,834	0,145	0,082	0,526
24,592	-0,471	0,045	1,756	0,840	0,153	0,084	0,513
24,608	-0,256	-0,038	1,455	0,849	0,164	0,087	0,493
24,624	0,094	-0,041	1,070	0,859	0,178	0,091	0,469
24,640	0,488	0,028	0,660	0,871	0,193	0,096	0,440
24,656	0,838	0,135	0,278	0,882	0,206	0,102	0,409
24,672	1,087	0,231	-0,031	0,894	0,214	0,109	0,378
24,688	1,215	0,255	-0,398	0,916	0,212	0,122	0,322
24,704	1,135	0,170	-0,473	0,925	0,201	0,129	0,300
24,720	1,135	0,170	-0,473	0,925	0,201	0,129	0,300
24,736	1,013	0,045	-0,499	0,933	0,186	0,139	0,281
24,752	0,781	-0,211	-0,466	0,942	0,144	0,170	0,255
24,768	0,699	-0,308	-0,408	0,942	0,119	0,193	0,247
24,784	0,648	-0,380	-0,284	0,939	0,094	0,223	0,242
24,800	0,618	-0,424	-0,076	0,932	0,067	0,258	0,239
24,816	0,585	-0,428	0,201	0,921	0,041	0,299	0,239
24,832	0,529	-0,386	0,517	0,906	0,015	0,343	0,241
24,848	0,427	-0,304	0,815	0,887	-0,011	0,388	0,244
24,864	0,268	-0,202	1,041	0,865	-0,038	0,433	0,248
24,880	0,055	-0,104	1,160	0,841	-0,066	0,476	0,250
24,896	-0,211	-0,028	1,153	0,812	-0,098	0,520	0,251
24,912	-0,440	0,007	1,019	0,785	-0,130	0,555	0,249
24,928	-0,619	0,010	0,785	0,758	-0,162	0,587	0,243
24,944	-0,743	-0,048	0,484	0,729	-0,196	0,615	0,234
24,960	-0,834	-0,183	0,161	0,699	-0,231	0,642	0,220
24,976	-0,907	-0,374	-0,154	0,666	-0,267	0,667	0,204
24,992	-0,956	-0,560	-0,456	0,632	-0,302	0,690	0,185
25,008	-0,971	-0,660	-0,744	0,594	-0,337	0,711	0,166
25,024	-0,975	-0,616	-1,001	0,555	-0,371	0,730	0,146
25,040	-0,985	-0,431	-1,231	0,517	-0,403	0,745	0,127
25,056	-0,971	-0,150	-1,456	0,480	-0,434	0,756	0,109
25,072	-0,858	0,162	-1,682	0,447	-0,463	0,763	0,090
25,088	-0,575	0,448	-1,892	0,421	-0,488	0,765	0,069
25,104	-0,115	0,666	-2,065	0,402	-0,509	0,764	0,048
25,120	0,452	0,788	-2,177	0,389	-0,526	0,760	0,028
25,136	1,011	0,805	-2,205	0,382	-0,537	0,756	0,011
25,152	1,446	0,728	-2,154	0,379	-0,542	0,753	0,001
25,168	1,679	0,578	-2,050	0,380	-0,542	0,751	-0,002
25,184	1,679	0,386	-1,926	0,386	-0,537	0,751	0,004
25,200	1,458	0,192	-1,809	0,393	-0,527	0,752	0,019
25,216	1,060	0,028	-1,712	0,404	-0,513	0,754	0,041
25,232	0,558	-0,090	-1,638	0,417	-0,497	0,755	0,068
25,248	0,041	-0,165	-1,580	0,433	-0,479	0,755	0,098
25,264	-0,458	-0,219	-1,528	0,454	-0,456	0,752	0,133
25,280	-0,789	-0,259	-1,489	0,477	-0,435	0,745	0,163
25,296	-0,997	-0,307	-1,459	0,503	-0,414	0,734	0,192
25,312	-1,100	-0,367	-1,438	0,533	-0,393	0,717	0,218
25,328	-1,135	-0,428	-1,423	0,566	-0,373	0,695	0,243
25,344	-1,139	-0,475	-1,410	0,599	-0,353	0,667	0,267
25,360	-1,146	-0,498	-1,400	0,633	-0,335	0,634	0,291
25,376	-1,196	-0,496	-1,388	0,666	-0,318	0,597	0,315
25,392	-1,321	-0,484	-1,351	0,696	-0,300	0,558	0,340
25,408	-1,535	-0,481	-1,261	0,722	-0,281	0,518	0,365
25,424	-1,833	-0,502	-1,080	0,744	-0,259	0,478	0,391
25,440	-2,152	-0,553	-0,747	0,761	-0,232	0,441	0,418
25,456	-2,381	-0,615	-0,220	0,774	-0,199	0,406	0,445
25,472	-2,394	-0,625	0,499	0,783	-0,158	0,375	0,471
25,488	-2,096	-0,512	1,351	0,789	-0,110	0,347	0,495
25,504	-1,483	-0,235	2,195	0,792	-0,055	0,320	0,516
25,520	-0,625	0,177	2,868	0,793	0,002	0,295	0,531
25,536	0,347	0,619	3,258	0,795	0,058	0,269	0,541
25,552	1,291	0,961	3,348	0,797	0,109	0,241	0,546
25,568	2,098	1,141	3,207	0,800	0,151	0,213	0,546
25,584	2,752	1,196	2,916	0,804	0,182	0,184	0,542
25,600	3,287	1,180	2,525	0,809	0,202	0,156	0,536
25,616	3,712	1,125	2,055	0,816	0,209	0,130	0,530
25,632	3,709	1,045	1,740	0,823	0,203	0,106	0,525
25,648	2,999	0,790	1,730	0,832	0,184	0,083	0,519
25,664	1,935	0,396	1,868	0,840	0,162	0,066	0,513
25,680	0,795	-0,054	1,996	0,850	0,139	0,054	0,506
25,696	-0,143	-0,465	2,053	0,860	0,120	0,045	0,495
25,712	-0,740	-0,750	1,992	0,869	0,109	0,040	0,481
25,728	-0,947	-0,887	1,819	0,879	0,108	0,039	0,463
25,744	-0,804	-0,865	1,546	0,889	0,115	0,040	0,442
25,760	-0,410	-0,700	1,195	0,897	0,130	0,045	0,418
25,776	0,101	-0,441	0,803	0,906	0,149	0,052	0,392
25,792	0,602	-0,148	0,404	0,914	0,168	0,059	0,364
25,808	0,999	0,121	0,026	0,921	0,185	0,066	0,336
25,824	1,247	0,320	-0,304	0,928	0,197	0,071	0,311
25,840	1,346	0,416	-0,570	0,935	0,202	0,075	0,288
25,856	1,319	0,409	-0,763	0,941	0,200	0,077	0,269
25,872	1,208	0,329	-0,885	0,946	0,192	0,081	0,255
25,888	1,061	0,208	-0,933	0,950	0,179	0,087	0,245
25,904	0,919	0,079	-0,907	0,953	0,162	0,099	0,239
25,920	0,819	-0,035	-0,808	0,953	0,143	0,118	0,237
25,936	0,782	-0,125	-0,629	0,952	0,122	0,145	0,237
25,952	0,807	-0,188	-0,364	0,946	0,099	0,181	0,239
25,968	0,863	-0,225	-0,031	0,937	0,075	0,225	0,243
25,984	0,906	-0,248	0,348	0,924	0,051	0,275	0,248
26,000	0,890	-0,262	0,747	0,906	0,025	0,329	0,254
26,016	0,760	-0,269	1,167	0,882	-0,005	0,388	0,262
26,032	0,525	-0,274	1,464	0,856	-0,036	0,438	0,270
26,048	0,191	-0,286	1,627	0,829	-0,070	0,483	0,277
26,064	-0,198	-0,310	1,612	0,801	-0,107	0,521	0,282
26,080	-0,584	-0,344	1,421	0,772	-0,148	0,554	0,283
26,096	-0,910	-0,392	1,096	0,743	-0,190	0,583	0,280
26,112	-1,139	-0,464	0,687	0,712	-0,234	0,608	0,271
26,128	-1,266	-0,550	0,225	0,680	-0,277	0,631	0,258
26,144	-1,298	-0,608	-0,271	0,645	-0,319	0,652	0,241
26,160	-1,257	-0,584	-0,774	0,608	-0,360	0,673	0,221
26,176	-1,186	-0,442	-1,234	0,568	-0,399	0,692	0,200
26,192	-1,120	-0,176	-1,600	0,527	-0,435	0,708	0,179
26,208	-1,060	0,175	-1,861	0,486	-0,468	0,722	0,159
26,224	-0,966	0,537	-2,036	0,450	-0,497	0,732	0,138
26,240	-0,775	0,827	-2,150	0,419	-0,522	0,738	0,115
26,256	-0,429	0,997	-2,226	0,397	-0,541	0,741	0,092
26,272	0,074	1,035	-2,262	0,384	-0,554	0,740	0,068
26,288	0,666	0,954	-2,237	0,380	-0,561	0,738	0,046
26,304	1,227	0,782	-2,140	0,381	-0,563	0,736	0,029
26,320	1,643	0,561	-1,990	0,388	-0,559	0,735	0,019
26,336	1,838	0,328	-1,818	0,398	-0,551	0,734	0,017
26,352	1,781	0,118	-1,651	0,410	-0,539	0,735	0,025
26,368	1,497	-0,045	-1,503	0,424	-0,525	0,735	0,041
26,384	1,054	-0,151	-1,379	0,439	-0,510	0,736	0,064
26,400	0,487	-0,211	-1,284	0,458	-0,491	0,733	0,094
26,416	0,004	-0,242	-1,249	0,478	-0,474	0,727	0,123
26,432	-0,389	-0,280	-1,283	0,502	-0,458	0,716	0,152
26,448	-0,677	-0,340	-1,395	0,530	-0,444	0,700	0,179
26,464	-0,877	-0,418	-1,575	0,560	-0,431	0,677	0,205
26,480	-1,034	-0,492	-1,786	0,593	-0,418	0,648	0,230
26,496	-1,196	-0,542	-1,969	0,626	-0,406	0,615	0,255
26,512	-1,391	-0,553	-2,063	0,657	-0,392	0,579	0,280
26,528	-1,623	-0,520	-2,021	0,686	-0,376	0,542	0,308
26,544	-1,868	-0,455	-1,824	0,710	-0,356	0,506	0,337
26,560	-2,074	-0,389	-1,480	0,731	-0,332	0,472	0,367
26,576	-2,169	-0,365	-1,017	0,748	-0,302	0,441	0,397
26,592	-2,129	-0,406	-0,488	0,761	-0,268	0,413	0,426
26,608	-1,973	-0,486	0,069	0,771	-0,229	0,389	0,453
26,624	-1,703	-0,523	0,673	0,777	-0,187	0,368	0,477
26,640	-1,323	-0,400	1,337	0,780	-0,141	0,352	0,499
26,656	-0,843	-0,056	2,030	0,781	-0,093	0,339	0,517
26,672	-0,270	0,439	2,652	0,781	-0,044	0,329	0,530
26,688	0,877	1,106	3,224	0,786	0,039	0,303	0,540
26,704	1,291	1,036	3,149	0,793	0,069	0,285	0,538
26,720	1,291	1,036	3,149	0,793	0,069	0,285	0,538
26,736	1,624	0,790	2,956	0,803	0,089	0,263	0,531
26,752	1,977	0,517	2,718	0,814	0,101	0,237	0,524
26,768	2,444	0,254	2,370	0,826	0,107	0,205	0,516
26,784	2,910	0,024	1,903	0,835	0,105	0,174	0,512
26,800	3,126	-0,157	1,438	0,841	0,096	0,144	0,512
26,816	2,746	-0,294	1,210	0,844	0,082	0,116	0,517
26,832	0,888	-0,326	1,288	0,843	0,051	0,076	0,532
26,848	0,888	-0,326	1,288	0,843	0,051	0,076	0,532
26,864	-0,003	-0,258	1,426	0,841	0,042	0,067	0,538
26,880	-0,561	-0,155	1,514	0,840	0,041	0,064	0,540
26,896	-0,650	0,078	1,344	0,843	0,061	0,071	0,530
26,912	-0,352	0,177	1,096	0,848	0,079	0,076	0,517
26,928	0,047	0,275	0,778	0,855	0,100	0,081	0,501
26,944	0,462	0,370	0,434	0,863	0,120	0,087	0,482
26,960	0,819	0,433	0,121	0,872	0,137	0,093	0,460
26,976	1,076	0,433	-0,110	0,881	0,149	0,099	0,438
26,992	1,218	0,360	-0,243	0,891	0,155	0,104	0,417
27,008	1,244	0,230	-0,294	0,900	0,154	0,110	0,396
27,024	1,172	0,070	-0,290	0,908	0,148	0,116	0,377
27,040	1,036	-0,094	-0,252	0,916	0,137	0,124	0,359
27,056	0,885	-0,236	-0,185	0,922	0,123	0,136	0,343
27,072	0,753	-0,328	-0,097	0,927	0,107	0,154	0,327
27,088	0,656	-0,360	0,008	0,928	0,090	0,180	0,312
27,104	0,598	-0,339	0,134	0,927	0,072	0,212	0,297
27,120	0,564	-0,278	0,306	0,922	0,052	0,256	0,281
27,136	0,542	-0,212	0,486	0,913	0,032	0,300	0,269
27,152	0,501	-0,158	0,662	0,900	0,012	0,346	0,258
27,168	0,420	-0,130	0,797	0,885	-0,011	0,391	0,249
27,184	0,291	-0,133	0,859	0,868	-0,036	0,433	0,242
27,200	0,124	-0,164	0,833	0,849	-0,063	0,470	0,237
27,216	-0,052	-0,218	0,724	0,830	-0,093	0,503	0,232
27,232	-0,212	-0,291	0,549	0,809	-0,125	0,531	0,228
27,248	-0,335	-0,380	0,337	0,786	-0,159	0,557	0,224
27,264	-0,409	-0,469	0,122	0,760	-0,194	0,582	0,219
27,280	-0,439	-0,545	-0,069	0,730	-0,230	0,608	0,213
27,296	-0,456	-0,594	-0,226	0,696	-0,266	0,634	0,207
27,312	-0,500	-0,603	-0,355	0,656	-0,302	0,661	0,199
27,328	-0,595	-0,546	-0,484	0,612	-0,337	0,688	0,192
27,344	-0,743	-0,399	-0,634	0,564	-0,371	0,712	0,184
27,360	-0,932	-0,163	-0,811	0,517	-0,404	0,734	0,175
27,376	-1,117	0,129	-1,019	0,471	-0,436	0,750	0,164
27,392	-1,216	0,425	-1,264	0,431	-0,466	0,761	0,151
27,408	-1,145	0,667	-1,536	0,399	-0,493	0,766	0,134
27,424	-0,859	0,818	-1,801	0,376	-0,517	0,766	0,114
27,440	-0,376	0,876	-2,011	0,363	-0,536	0,762	0,091
27,456	0,225	0,856	-2,125	0,357	-0,551	0,756	0,069
27,472	0,846	0,776	-2,125	0,357	-0,560	0,749	0,049
27,488	1,389	0,654	-2,032	0,362	-0,564	0,744	0,035
27,504	1,807	0,488	-1,876	0,371	-0,562	0,740	0,027
27,520	1,950	0,325	-1,731	0,382	-0,555	0,738	0,029
27,536	1,842	0,173	-1,595	0,394	-0,545	0,739	0,039
27,552	1,501	0,057	-1,469	0,405	-0,531	0,741	0,058
27,568	0,992	-0,012	-1,353	0,417	-0,515	0,743	0,082
27,584	0,410	-0,045	-1,258	0,430	-0,497	0,744	0,109
27,600	-0,146	-0,068	-1,206	0,446	-0,479	0,742	0,138
27,616	-0,601	-0,107	-1,213	0,465	-0,462	0,736	0,165
27,632	-0,917	-0,174	-1,276	0,490	-0,446	0,725	0,191
27,648	-1,097	-0,264	-1,386	0,518	-0,431	0,707	0,213
27,664	-1,177	-0,358	-1,523	0,551	-0,418	0,683	0,233
27,680	-1,213	-0,433	-1,660	0,585	-0,407	0,654	0,253
27,696	-1,262	-0,472	-1,769	0,619	-0,396	0,620	0,273
27,712	-1,369	-0,472	-1,824	0,653	-0,384	0,582	0,295
27,728	-1,551	-0,439	-1,808	0,683	-0,371	0,542	0,318
27,744	-1,800	-0,399	-1,707	0,711	-0,354	0,502	0,343
27,760	-2,074	-0,395	-1,494	0,734	-0,332	0,464	0,370
27,776	-2,314	-0,454	-1,147	0,754	-0,304	0,428	0,397
27,792	-2,458	-0,572	-0,648	0,769	-0,268	0,398	0,425
27,808	-2,440	-0,708	0,009	0,779	-0,223	0,372	0,452
27,824	-2,207	-0,765	0,802	0,786	-0,170	0,353	0,477
27,840	-1,737	-0,633	1,666	0,789	-0,110	0,338	0,499
27,856	-1,046	-0,271	2,493	0,789	-0,045	0,326	0,516
27,872	-0,098	0,315	3,187	0,789	0,027	0,314	0,527
27,888	0,801	0,827	3,492	0,790	0,088	0,301	0,529
27,904	1,613	1,133	3,490	0,793	0,139	0,284	0,526
27,920	2,249	1,154	3,256	0,799	0,178	0,262	0,519
27,936	2,705	0,961	2,887	0,807	0,204	0,236	0,509
27,952	3,042	0,677	2,431	0,817	0,218	0,205	0,500
27,968	3,338	0,374	1,886	0,826	0,221	0,172	0,494
27,984	3,501	0,166	1,362	0,833	0,215	0,140	0,492
28,000	3,181	0,003	1,104	0,839	0,201	0,109	0,495
28,016	2,387	-0,114	1,147	0,842	0,180	0,084	0,501
28,032	1,307	-0,199	1,416	0,845	0,159	0,065	0,508
28,048	0,300	-0,217	1,780	0,846	0,141	0,054	0,513
28,064	-0,418	-0,189	2,065	0,848	0,132	0,051	0,514
28,080	-0,778	-0,151	2,170	0,850	0,131	0,053	0,509
28,096	-0,816	-0,135	2,071	0,855	0,138	0,057	0,498
28,112	-0,625	-0,134	1,777	0,860	0,152	0,060	0,482
28,128	-0,295	-0,101	1,328	0,868	0,170	0,062	0,461
28,144	0,092	-0,003	0,796	0,876	0,190	0,063	0,437
28,160	0,467	0,147	0,263	0,885	0,209	0,064	0,410
28,176	0,772	0,304	-0,197	0,894	0,224	0,065	0,382
28,192	0,979	0,410	-0,543	0,903	0,235	0,067	0,355
28,208	1,077	0,435	-0,765	0,912	0,239	0,070	0,330
28,224	1,073	0,381	-0,881	0,920	0,237	0,073	0,309
28,240	0,986	0,255	-0,918	0,928	0,228	0,079	0,290
28,256	0,878	0,109	-0,893	0,934	0,215	0,088	0,277
28,272	0,785	-0,039	-0,823	0,938	0,199	0,102	0,267
28,288	0,734	-0,170	-0,706	0,940	0,180	0,124	0,261
28,304	0,724	-0,270	-0,536	0,939	0,159	0,155	0,257
28,320	0,742	-0,330	-0,300	0,935	0,137	0,194	0,254
28,336	0,766	-0,335	0,014	0,927	0,114	0,241	0,253
28,352	0,773	-0,270	0,392	0,913	0,090	0,295	0,252
28,368	0,735	-0,148	0,766	0,894	0,067	0,354	0,252
28,384	0,638	-0,010	1,070	0,871	0,044	0,414	0,253
28,400	0,486	0,099	1,262	0,844	0,020	0,471	0,253
28,416	0,288	0,138	1,335	0,814	-0,007	0,524	0,254
28,432	0,057	0,081	1,288	0,782	-0,036	0,572	0,253
28,448	-0,196	-0,071	1,109	0,749	-0,070	0,613	0,252
28,464	-0,451	-0,271	0,824	0,714	-0,106	0,651	0,248
28,480	-0,684	-0,455	0,473	0,676	-0,144	0,684	0,243
28,496	-0,872	-0,581	0,092	0,635	-0,183	0,715	0,235
28,512	-1,001	-0,626	-0,291	0,593	-0,222	0,742	0,226
28,528	-1,074	-0,580	-0,654	0,549	-0,261	0,766	0,215
28,544	-1,099	-0,445	-0,983	0,507	-0,298	0,785	0,203
28,560	-1,069	-0,243	-1,272	0,467	-0,333	0,799	0,189
28,576	-0,974	-0,016	-1,521	0,433	-0,366	0,808	0,174
28,592	-0,807	0,197	-1,724	0,405	-0,396	0,813	0,158
28,608	-0,572	0,376	-1,860	0,384	-0,422	0,813	0,141
28,624	-0,258	0,523	-1,904	0,368	-0,447	0,810	0,121
28,640	0,052	0,601	-1,847	0,360	-0,465	0,805	0,104
28,656	0,376	0,608	-1,726	0,356	-0,479	0,800	0,088
28,672	0,696	0,532	-1,564	0,356	-0,487	0,796	0,073
28,688	0,991	0,389	-1,388	0,360	-0,491	0,792	0,062
28,704	1,220	0,216	-1,219	0,365	-0,491	0,790	0,054
28,720	1,336	0,055	-1,069	0,371	-0,488	0,789	0,052
28,736	1,303	-0,060	-0,932	0,377	-0,482	0,789	0,055
28,752	1,122	-0,112	-0,807	0,384	-0,474	0,790	0,065
28,768	0,826	-0,108	-0,703	0,391	-0,465	0,790	0,079
28,784	0,484	-0,073	-0,641	0,401	-0,454	0,789	0,096
28,800	0,165	-0,044	-0,639	0,415	-0,442	0,786	0,115
28,816	-0,086	-0,045	-0,706	0,434	-0,431	0,779	0,133
28,832	-0,363	-0,165	-1,007	0,487	-0,411	0,752	0,166
28,848	-0,363	-0,165	-1,007	0,487	-0,411	0,752	0,166
28,864	-0,420	-0,261	-1,213	0,520	-0,403	0,731	0,180
28,880	-0,457	-0,351	-1,432	0,555	-0,395	0,704	0,194
28,896	-0,590	-0,444	-1,828	0,627	-0,382	0,640	0,225
28,912	-0,732	-0,433	-1,962	0,660	-0,375	0,604	0,242
28,928	-0,942	-0,390	-2,033	0,689	-0,367	0,568	0,262
28,944	-1,210	-0,338	-2,023	0,714	-0,356	0,533	0,285
28,960	-1,497	-0,306	-1,912	0,735	-0,342	0,501	0,309
28,976	-1,764	-0,318	-1,668	0,752	-0,320	0,470	0,338
28,992	-1,898	-0,378	-1,342	0,764	-0,294	0,448	0,364
29,008	-1,898	-0,378	-1,342	0,764	-0,294	0,448	0,364
29,024	-1,889	-0,451	-0,914	0,772	-0,262	0,431	0,390
29,040	-1,446	-0,415	0,232	0,777	-0,182	0,413	0,438
29,056	-1,102	-0,211	0,925	0,777	-0,137	0,410	0,458
29,072	-0,723	0,125	1,653	0,776	-0,090	0,408	0,473
29,088	-0,308	0,518	2,319	0,776	-0,045	0,406	0,483
29,104	0,136	0,820	2,796	0,778	-0,005	0,400	0,487
29,120	0,563	0,891	2,995	0,785	0,026	0,387	0,488
29,136	0,919	0,687	2,936	0,794	0,049	0,366	0,486
29,152	1,181	0,283	2,735	0,806	0,062	0,336	0,485
29,168	1,362	-0,174	2,513	0,818	0,070	0,299	0,486
29,184	1,506	-0,527	2,317	0,828	0,074	0,258	0,491
29,200	1,705	-0,656	2,131	0,834	0,077	0,219	0,500
29,216	2,086	-0,535	1,903	0,835	0,081	0,184	0,512
29,232	2,534	-0,110	1,706	0,833	0,085	0,158	0,526
29,248	2,694	0,429	1,690	0,828	0,087	0,140	0,540
29,264	2,455	0,900	1,795	0,822	0,084	0,130	0,552
29,280	1,840	1,146	1,922	0,817	0,078	0,123	0,561
29,296	1,019	1,147	2,009	0,815	0,068	0,118	0,566
29,312	0,252	0,969	1,998	0,817	0,058	0,114	0,564
29,328	-0,304	0,699	1,858	0,822	0,051	0,111	0,557
29,344	-0,594	0,401	1,611	0,832	0,049	0,108	0,542
29,360	-0,608	0,098	1,243	0,846	0,052	0,105	0,520
29,376	-0,412	-0,112	0,868	0,860	0,059	0,104	0,494
29,392	-0,107	-0,256	0,500	0,875	0,069	0,104	0,465
29,408	0,222	-0,339	0,175	0,890	0,080	0,106	0,435
29,424	0,513	-0,373	-0,093	0,904	0,091	0,109	0,403
29,440	0,711	-0,372	-0,319	0,916	0,099	0,114	0,373
29,456	0,798	-0,354	-0,512	0,927	0,104	0,120	0,344
29,472	0,792	-0,337	-0,667	0,936	0,105	0,127	0,317
29,488	0,729	-0,327	-0,786	0,943	0,103	0,137	0,293
29,504	0,640	-0,314	-0,874	0,948	0,098	0,149	0,271
29,520	0,552	-0,293	-0,937	0,951	0,090	0,165	0,252
29,536	0,485	-0,264	-0,971	0,952	0,081	0,184	0,235
29,552	0,452	-0,230	-0,968	0,951	0,070	0,207	0,221
29,568	0,454	-0,196	-0,918	0,948	0,057	0,234	0,210
29,584	0,484	-0,164	-0,811	0,942	0,043	0,266	0,201
29,600	0,527	-0,130	-0,648	0,932	0,028	0,301	0,194
29,616	0,564	-0,090	-0,443	0,919	0,012	0,341	0,189
29,632	0,575	-0,045	-0,219	0,903	-0,006	0,383	0,186
29,648	0,546	-0,008	-0,009	0,884	-0,026	0,426	0,183
29,664	0,475	0,009	0,161	0,863	-0,047	0,469	0,181
29,680	0,374	0,003	0,277	0,840	-0,071	0,508	0,179
29,696	0,262	-0,027	0,332	0,815	-0,097	0,545	0,177
29,712	0,145	-0,082	0,310	0,788	-0,127	0,579	0,174
29,728	0,058	-0,136	0,225	0,765	-0,155	0,605	0,171
29,744	-0,005	-0,191	0,098	0,742	-0,183	0,627	0,168
29,760	-0,031	-0,231	-0,039	0,720	-0,211	0,644	0,164
29,776	-0,026	-0,244	-0,157	0,698	-0,238	0,659	0,161
29,792	-0,018	-0,224	-0,239	0,675	-0,264	0,673	0,158
29,808	-0,018	-0,155	-0,288	0,652	-0,287	0,686	0,155
29,824	-0,032	-0,036	-0,320	0,628	-0,308	0,700	0,154
29,840	-0,071	0,110	-0,342	0,603	-0,327	0,713	0,152
29,856	-0,139	0,255	-0,365	0,578	-0,344	0,725	0,150
29,872	-0,226	0,375	-0,424	0,555	-0,359	0,737	0,148
29,888	-0,312	0,454	-0,537	0,534	-0,371	0,747	0,145
29,904	-0,373	0,480	-0,697	0,517	-0,383	0,754	0,142
29,920	-0,384	0,446	-0,891	0,504	-0,392	0,759	0,139
29,936	-0,334	0,351	-1,099	0,498	-0,398	0,760	0,137
29,952	-0,231	0,216	-1,285	0,497	-0,402	0,758	0,135
29,968	-0,094	0,097	-1,425	0,501	-0,403	0,754	0,136
29,984	0,055	0,034	-1,513	0,510	-0,402	0,748	0,140
30,000	0,179	-0,013	-1,579	0,523	-0,399	0,739	0,145
30,016	0,264	-0,096	-1,642	0,538	-0,394	0,729	0,153
30,032	0,313	-0,217	-1,686	0,554	-0,389	0,718	0,162
30,048	0,302	-0,339	-1,707	0,571	-0,384	0,705	0,173
30,064	0,193	-0,428	-1,700	0,586	-0,379	0,692	0,187
30,080	-0,019	-0,460	-1,648	0,599	-0,375	0,678	0,203
30,096	-0,332	-0,411	-1,531	0,612	-0,369	0,664	0,225
30,112	-0,620	-0,301	-1,385	0,622	-0,363	0,650	0,247
30,128	-0,859	-0,155	-1,222	0,631	-0,357	0,635	0,270
30,144	-1,017	-0,007	-1,066	0,641	-0,349	0,618	0,292
30,160	-1,091	0,116	-0,945	0,654	-0,341	0,599	0,313
30,176	-1,106	0,199	-0,882	0,668	-0,332	0,577	0,333
30,192	-1,092	0,227	-0,873	0,685	-0,322	0,552	0,350
30,208	-1,074	0,188	-0,890	0,703	-0,311	0,523	0,367
30,224	-1,079	0,080	-0,896	0,723	-0,297	0,493	0,383
30,240	-1,130	-0,081	-0,840	0,742	-0,280	0,461	0,398
30,256	-1,220	-0,263	-0,665	0,759	-0,258	0,429	0,415